DATADOACAO,FORNECEDOR,DESTINO,ESTADO/MUNICIPIO,TIPO,QUANTIDADE,VALOR,DESTINATARIO,UF,DATA DE ENTREGA
13/03/2021,LIFEMED ,GOIAS,ESTADO,UTI,40, 2.400.000,SES GOIAS ,GO,15/03/2021
17/03/2021,LIFEMED,GOIAS,MUNICIPIO,UTI,15, 900.000,SMS de ́guas Lindas de Goias,GO,19/03/2021
17/03/2021,LIFEMED,GOIAS,MUNICIPIO,UTI,2, 120.000,SMS de Sao Luiz de Montes Belos,GO,20/03/2021
17/03/2021,LIFEMED,GOIAS,MUNICIPIO,UTI,2, 120.000,SMS de Goianira ,GO,19/03/2021
17/03/2021,LIFEMED,GOIAS,MUNICIPIO,UTI,2, 120.000,SMS de Itaṳu,GO,19/03/2021
17/03/2021,LIFEMED,GOIAS,MUNICIPIO,UTI,2, 120.000,SMS de Hidrolina,GO,19/03/2021
17/03/2021,LIFEMED,GOIAS,MUNICIPIO,UTI,4, 240.000,HOSPITAL MUNICIPAL DR EVARISTO VILELA MACHADO,GO,20/03/2021
17/03/2021,LIFEMED,GOIAS,MUNICIPIO,UTI,2, 120.000,SMS de Caturai,GO,19/03/2021
19/03/2021,INSPIRAR ,GOIAS,MUNICIPIO,UTI,10, 600.000,SMS de Aparecida de Goiania,GO,21/03/2021
21/03/2021,INSPIRAR ,GOIAS,MUNICIPIO,UTI,3, 180.000,UNIDADE AMBULATORIAL SANTOS DANGONIRA,GO,23/03/2021
21/03/2021,INSPIRAR ,GOIAS,MUNICIPIO,UTI,3, 180.000,SMS de Itaberai? ,GO,23/03/2021
24/03/2021,INSPIRAR ,GOIAS,MUNICIPIO,UTI,5, 300.000,SECRETARIA MUNICIPAL DE SAUDE DE ARAGUAP,GO,27/03/2021
24/03/2021,INSPIRAR ,GOIAS,MUNICIPIO,UTI,3, 180.000,SMS de Campos Belos,GO,26/03/2021
24/03/2021,INSPIRAR ,GOIAS,MUNICIPIO,UTI,2, 120.000,SMS de Aruana,GO,27/03/2021
29/03/2021,LIFEMED,GOIAS,MUNICIPIO,UTI,25, 1.500.000,SMS de Goiania,GO,01/04/2021
29/03/2021,LIFEMED,GOIAS,MUNICIPIO,UTI,10, 600.000,CENTRO DE INTERNACAO NORMA PIZZARI GONCALVES,GO,01/04/2021
02/04/2021,RUSSER,GOIAS,ESTADO,UTI,30, 1.800.000,SES GOIAS,GO,05/04/2021
16/04/2021,LIFEMED,GOIAS,MUNICIPIO,UTI,3, 180.000,SMS de Acre̼na,GO,18/04/2021
16/04/2021,LIFEMED,GOIAS,MUNICIPIO,UTI,3, 180.000,HOSPITAL MUNICIPAL DE CAMPOS BELOS,GO,20/04/2021
16/04/2021,LIFEMED,GOIAS,MUNICIPIO,UTI,8, 480.000,HOSPITAL MUNICIPAL ANTONIO MARTINS DA COSTA ,GO,18/04/2021
16/04/2021,LIFEMED,GOIAS,MUNICIPIO,UTI,2, 120.000, UNIDADE MISTA DE ABADIANIA,GO,18/04/2021
16/04/2021,LIFEMED,GOIAS,MUNICIPIO,UTI,5, 300.000,HOSPITAL MUNICIPAL NOSSA SENHORA DAS GRANJAS ,GO,18/04/2021
16/04/2021,LIFEMED,GOIAS,MUNICIPIO,UTI,7, 420.000,SMS de Ceres ,GO,18/04/2021
19/04/2021,HORTRON ,GOIAS,MUNICIPIO,UTI,2, 120.000,SMS de Formoso ,GO,22/04/2021
19/04/2021,HORTRON ,GOIAS,MUNICIPIO,UTI,4, 240.000,SMS de Barro Alto ,GO,22/04/2021
16/05/2020,LEISTUNG,MARANHAO,ESTADO,UTI,20, 1.200.000,Secretaria Estadual de Saude,MA,18/05/2020
16/05/2020,MAGNAMED,MARANHAO,ESTADO,TRANSPORTE,5, 241.450,Secretaria Estadual de Saude,MA,17/05/2020
28/05/2020,VYAIRE,MARANHAO,ESTADO,UTI,10, 600.000,Secretaria Estadual de Saude,MA,01/06/2020
28/05/2020,MAGNAMED,MARANHAO,ESTADO,TRANSPORTE,10, 482.900,Secretaria Estadual de Saude,MA,01/06/2020
04/06/2020,VYAIRE,MARANHAO,ESTADO,UTI,14, 840.000,Secretaria Estadual de Saude,MA,05/06/2020
04/06/2020,WEG,MARANHAO,ESTADO,UTI,1, 60.000,Secretaria Estadual de Saude,MA,05/06/2020
04/06/2020,MAGNAMED,MARANHAO,ESTADO,TRANSPORTE,2, 96.580,Secretaria Estadual de Saude,MA,05/06/2020
04/06/2020,MAGNAMED,MARANHAO,ESTADO,TRANSPORTE,13, 627.770,Secretaria Estadual de Saude,MA,05/06/2020
04/06/2020,VYAIRE,MARANHAO,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude (Caxias),MA,06/06/2020
04/06/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude (Caxias),MA,06/06/2020
08/06/2020,LEISTUNG,MARANHAO,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude (Pinheiro),MA,11/06/2020
08/06/2020,LEISTUNG,MARANHAO,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude (Santa In̻s),MA,11/06/2020
08/06/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude (Santa In̻s),MA,11/06/2020
08/06/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude (Pinheiro),MA,11/06/2020
08/06/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude (Balsas),MA,11/06/2020
08/06/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,10, 482.900,Secretaria Municipal de Saude (Sao Luis),MA,11/06/2020
08/06/2020,LEISTUNG,MARANHAO,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude (Balsas),MA,11/06/2020
08/06/2020,LEISTUNG,MARANHAO,MUNICIPIO,UTI,10, 600.000,Secretaria Municipal de Saude (Sao Luis),MA,11/06/2020
16/06/2020,MAGNAMED,MARANHAO,ESTADO,TRANSPORTE,20, 965.800,Secretaria Estadual de Saude,MA,22/06/2020
26/06/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,2, 96.580,Secretaria Municipal de Saude  (BALSAS - SMS),MA,03/07/2020
26/06/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,2, 96.580,Secretaria Municipal de Saude (CAXIAS),MA,03/07/2020
26/06/2020,VYAIRE,MARANHAO,MUNICIPIO,UTI,2, 120.000,Secretaria Municipal de Saude (CAXIAS),MA,03/07/2020
26/06/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,19, 917.510,Secretaria Municipal de Saude (IMPERATRIZ),MA,03/07/2020
26/06/2020,VYAIRE,MARANHAO,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude (IMPERATRIZ),MA,03/07/2020
26/06/2020,VYAIRE,MARANHAO,MUNICIPIO,UTI,8, 480.000,Secretaria Municipal de Saude (PERITORIO),MA,03/07/2020
26/06/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,20, 965.800,Secretaria Municipal de Saude (SANTA INOIS),MA,03/07/2020
26/06/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,3, 144.870,Secretaria Municipal de Saude (SAO JOSE DE RIBAMAR),MA,03/07/2020
26/06/2020,VYAIRE,MARANHAO,MUNICIPIO,UTI,2, 120.000,Secretaria Municipal de Saude (SAO JOSE DE RIBAMAR),MA,03/07/2020
26/06/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,10, 482.900,Secretaria Municipal de Saude (Sao Luis),MA,03/07/2020
26/06/2020,VYAIRE,MARANHAO,MUNICIPIO,UTI,10, 600.000,Secretaria Municipal de Saude (Sao Luis),MA,03/07/2020
26/06/2020,VYAIRE,MARANHAO,MUNICIPIO,UTI,1, 60.000,Secretaria Municipal de Saude (SITIO NOVO),MA,03/07/2020
26/06/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,1, 48.290,Secretaria Municipal de Saude (TIMOM),MA,03/07/2020
26/06/2020,VYAIRE,MARANHAO,MUNICIPIO,UTI,1, 60.000,Secretaria Municipal de Saude (ZIU DOCA),MA,03/07/2020
07/07/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,5, 241.450,COROAT́ - Hospital  Regional Alexandre M. Troṿo de Coroat��,MA,18/07/2020
07/07/2020,VYAIRE,MARANHAO,MUNICIPIO,UTI,5, 300.000,IMPERATRIZ - HOSPITAL MACRORREGIONAL  DRA RUTH NOLETO,MA,20/07/2020
07/07/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,5, 241.450,IMPERATRIZ - HOSPITAL MACRORREGIONAL  DRA RUTH NOLETO,MA,20/07/2020
07/07/2020,VYAIRE,MARANHAO,MUNICIPIO,UTI,5, 300.000,SANTA INOIS - HOSPITAL REGIONAL TOḾS MARTINS,MA,19/07/2020
07/07/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,5, 241.450,SANTA INOIS - HOSPITAL REGIONAL TOḾS MARTINS,MA,19/07/2020
07/07/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,5, 241.450,TIMBIRAS - Hospital  Regional de Timbiras,MA,18/07/2020
07/07/2020,VYAIRE,MARANHAO,MUNICIPIO,UTI,5, 300.000,TIMON - Hospital Regional Alarico Pacheco,MA,17/07/2020
07/07/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,5, 241.450,TIMON - Hospital Regional Alarico Pacheco,MA,17/07/2020
24/07/2020,VYAIRE,MARANHAO,MUNICIPIO,UTI,5, 300.000,VITORINO FREIRE - Secretaria Municipal de Saude ,MA,07/08/2020
24/07/2020,KTK,MARANHAO,MUNICIPIO,TRANSPORTE,2, 40.000,VITORINO FREIRE - Secretaria Municipal de Saude ,MA,07/08/2020
31/07/2020,KTK,MARANHAO,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de ITAPECURU MIRIM,MA,14/08/2020
09/08/2020,LEISTUNG,MARANHAO,MUNICIPIO,UTI,1, 60.000,SMS de GRAJAU,MA,15/08/2020
09/08/2020,LEISTUNG,MARANHAO,MUNICIPIO,UTI,2, 120.000,SMS de BOM JARDIM,MA,15/08/2020
09/08/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de GRAJAU,MA,15/08/2020
09/08/2020,LEISTUNG,MARANHAO,MUNICIPIO,UTI,2, 120.000,SMS de ARAIOSES,MA,15/08/2020
14/08/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,1, 48.290,SECR MUN DE SAUDE DE TRIZIDELA DO VALE,MA,18/08/2020
14/08/2020,VYAIRE,MARANHAO,MUNICIPIO,UTI,2, 120.000,SMS de GOV EUGENIO BARROS,MA,18/08/2020
14/08/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de MARAJA DO SENA,MA,18/08/2020
14/08/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de MARAJA DO SENA,MA,18/08/2020
14/08/2020,VYAIRE,MARANHAO,MUNICIPIO,UTI,1, 60.000,SMS de PARNARAMA,MA,18/08/2020
14/08/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de PARNARAMA,MA,18/08/2020
14/08/2020,VYAIRE,MARANHAO,MUNICIPIO,UTI,1, 60.000,SECR MUN DE SAUDE DE SAO FRANCISCO DO MA,MA,18/08/2020
14/08/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,1, 48.290,SECR MUN DE SAUDE DE SAO FRANCISCO DO MA,MA,18/08/2020
14/08/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de SAO RAIMUNDO DOS MANGABEIRA,MA,18/08/2020
14/08/2020,VYAIRE,MARANHAO,MUNICIPIO,UTI,1, 60.000,SECR MUN DE SAUDE DE TRIZIDELA DO VALE,MA,18/08/2020
14/08/2020,MAGNAMED,MARANHAO,MUNICIPIO,TRANSPORTE,1, 48.290,SECR MUN DE SAUDE DE TRIZIDELA DO VALE,MA,18/08/2020
29/10/2020,KTK,MARANHAO,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de FORTALEZA DOS NOGUEIRAS,MA,03/11/2020
12/12/2020,VYAIRE,MARANHAO,MUNICIPIO,UTI,2, 120.000,SMS de SENADOR ALEXANDRE COSTA,MA,13/12/2020
15/01/2021,KTK,MARANHAO,MUNICIPIO,TRANSPORTE,2, 40.000,Secretaria Municipal de Saude de Bom Lugar,MA,15/01/2021
15/01/2021,VYAIRE,MARANHAO,MUNICIPIO,UTI,1, 60.000,Hospital Municipal Raimundo Rodrigues Sirqueira,MA,15/01/2021
22/01/2021,KTK,MARANHAO,MUNICIPIO,TRANSPORTE,1, 20.000,HOSPITAL MUNICIPAL GERAL E MATERNIDADE D,MA,26/01/2021
22/01/2021,VYAIRE,MARANHAO,MUNICIPIO,UTI,2, 120.000,HOSPITAL MUNICIPAL GERAL E MATERNIDADE D,MA,26/01/2021
22/01/2021,KTK,MARANHAO,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL MUNICIPAL DE IGARAPE DO MEIO,MA,26/01/2021
28/01/2021,VYAIRE,MARANHAO,MUNICIPIO,UTI,1, 60.000,UBS BOCA DO CERCADO,MA,01/02/2021
28/01/2021,KTK,MARANHAO,MUNICIPIO,TRANSPORTE,1, 20.000,HOSPITAL MUNICIPAL ZUZA COELHO,MA,03/02/2021
28/01/2021,VYAIRE,MARANHAO,MUNICIPIO,UTI,1, 60.000,HOSPITAL MUNICIPAL ZUZA COELHO,MA,03/02/2021
05/02/2021,KTK,MARANHAO,MUNICIPIO,TRANSPORTE,2, 40.000,CENTRO DE ESPECIALIDADES GOVERNADOR LUIZ ROCHA,MA,09/02/2021
05/02/2021,VYAIRE,MARANHAO,MUNICIPIO,UTI,1, 60.000,HOSPITAL CASSIANA SOUSA MAGALHAES,MA,09/02/2021
18/02/2021,KTK,MARANHAO,MUNICIPIO,TRANSPORTE,1, 20.000,UNIDADE MISTA DRA NEMERCIA DIAS PINHEIRO,MA,23/02/2021
26/02/2021,KTK,MARANHAO,MUNICIPIO,TRANSPORTE,4, 80.000,HOSPITAL MUNICIPAL DE ICATU,MA,26/02/2021
26/02/2021,KTK,MARANHAO,MUNICIPIO,TRANSPORTE,3, 60.000,HOSPITAL SAO BERNARDO,MA,26/02/2021
26/02/2021,KTK,MARANHAO,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL ANTONIA VALENTIM GOMES,MA,26/02/2021
04/03/2021,KTK,MARANHAO,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de RAPOSA,MA,08/03/2021
04/03/2021,KTK,MARANHAO,MUNICIPIO,TRANSPORTE,10, 200.000,URS de ACAILANDIA,MA,09/03/2021
13/03/2021,KTK,MARANHAO,ESTADO,TRANSPORTE,10, 200.000,SOCORRO  II ,MA,16/03/2021
17/03/2021,LIFEMED,MARANHAO,MUNICIPIO,UTI,10, 600.000,SMS DE SAO LUIS,MA,22/03/2021
24/03/2021,INSPIRAR,MARANHAO,MUNICIPIO,UTI,2, 120.000,CENTRO DE SAUDE SANTO ANTONIO,MA,30/03/2021
29/03/2021,LIFEMED,MARANHAO,MUNICIPIO,UTI,1, 60.000,COMPLEXO HOSPITALAR ANTONIO PONTES DE AGUIAR,MA,05/04/2021
29/03/2021,LIFEMED,MARANHAO,MUNICIPIO,UTI,1, 60.000,UPA JOSE OLIVEIRA NUNES,MA,05/04/2021
29/03/2021,LIFEMED,MARANHAO,MUNICIPIO,UTI,2, 120.000,SMS de BACURITUBA,MA,05/04/2021
29/03/2021,LIFEMED,MARANHAO,MUNICIPIO,UTI,5, 300.000,SMS de ARAR,MA,05/04/2021
02/04/2021,RUSSER BRASIL,MARANHAO,MUNICIPIO,UTI,10, 600.000,HOSPITAL DE CUIDADOS INTENSIVOS HC,MA,07/04/2021
02/04/2021,RUSSER BRASIL,MARANHAO,MUNICIPIO,UTI,10, 600.000,HOSPITAL DE REF EST DE ALTA COMPLEXIDADE DR CARLOS MACIEIRA,MA,07/04/2021
16/04/2021 00:00,HORTRON,MARANHAO,MUNICIPIO,UTI,1, 60.000,HOSPITAL SANTA HELENA ,MA,21/04/20201
16/04/2021 00:00,LIFEMED ,MARANHAO,MUNICIPIO,UTI,1, 60.000,HOSPITAL DE MAGALHAES DE ALMEIDA ,MA,21/04/20201
16/04/2021 00:00,LIFEMED ,MARANHAO,MUNICIPIO,UTI,1, 60.000,HOSPITAL MUNICIPAL DR ANTENOR VIEIRA DE MORAES ,MA,21/04/20201
16/04/2021 00:00,LIFEMED ,MARANHAO,MUNICIPIO,UTI,1, 60.000,HOSPITAL MUNICIPAL DR ZECA MOREIRA ,MA,21/04/20201
16/04/2021 00:00,LIFEMED ,MARANHAO,MUNICIPIO,UTI,1, 60.000,UNIDADE MISTA DRA NEMERCIA DIAS PINHEIRO ,MA,21/04/20201
16/04/2021 00:00,LIFEMED ,MARANHAO,MUNICIPIO,UTI,1, 60.000,HOSPITAL MUNICIPAL DE CAMPANHA CONTRA COVID-19,MA,21/04/20201
16/04/2021 00:00,LIFEMED ,MARANHAO,MUNICIPIO,UTI,1, 60.000,HOSPITAL MUNICIPAL DE CAJARI ,MA,21/04/20201
16/04/2021 00:00,LIFEMED ,MARANHAO,MUNICIPIO,UTI,1, 60.000,HOSPITAL PEDRO CUNHA  MENDES ,MA,21/04/20201
08/06/2020,MAGNAMED,MINAS GERAIS,ESTADO,TRANSPORTE,20, 965.800,Secretaria Estadual de Saude,MG,10/06/2020
08/06/2020,LEISTUNG,MINAS GERAIS,ESTADO,UTI,80, 4.800.000,Secretaria Estadual de Saude,MG,10/06/2020
12/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,15, 900.000,Secretaria Municipal de Saude - Contagem,MG,15/06/2020
12/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,10, 482.900,Secretaria Municipal de Saude - Contagem,MG,15/06/2020
12/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude - Ibirite,MG,15/06/2020
16/06/2020,MAGNAMED,MINAS GERAIS,ESTADO,TRANSPORTE,50, 2.414.500,Secretaria Estadual de Saude,MG,18/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2, 96.580,Secretaria Municipal de Saude - BETIM,MG,29/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,3, 180.000,Secretaria Municipal de Saude - BETIM,MG,29/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude - CONTAGEM,MG,29/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude - CONTAGEM,MG,29/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude - CORONEL FABRICIANO,MG,29/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude - CORONEL FABRICIANO,MG,29/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude - JUIZ DE FORA,MG,30/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude - JUIZ DE FORA,MG,30/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,3, 144.870,Secretaria Municipal de Saude - LAGOA SANTA,MG,29/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,2, 120.000,Secretaria Municipal de Saude - LAGOA SANTA,MG,29/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude - LAVRAS,MG,29/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude - LAVRAS,MG,29/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2, 96.580,Secretaria Municipal de Saude - MEDINA,MG,29/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,1, 60.000,Secretaria Municipal de Saude - MEDINA,MG,29/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,10, 482.900,Secretaria Municipal de Saude - MONTES CLAROS,MG,29/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,10, 600.000,Secretaria Municipal de Saude - MONTES CLAROS,MG,29/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,3, 144.870,Secretaria Municipal de Saude - PIRAPORA,MG,28/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,2, 120.000,Secretaria Municipal de Saude - PIRAPORA,MG,28/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude - SAO JOAO DEL REI,MG,29/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude - SAO JOAO DEL REI,MG,29/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,3, 180.000,Secretaria Municipal de Saude - SAO LOURENCO,MG,29/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,4, 193.160,Secretaria Municipal de Saude - UB́,MG,29/06/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,4, 240.000,Secretaria Municipal de Saude - UB́,MG,29/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude - UBERABA,MG,01/07/2020
26/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude - UBERABA,MG,01/07/2020
26/06/2020,VYAIRE,MINAS GERAIS,ESTADO,UTI,50, 3.000.000,Secretaria Estadual de Saude,MG,27/06/2020
26/06/2020,MAGNAMED,MINAS GERAIS,ESTADO,TRANSPORTE,50, 2.414.500,Secretaria Estadual de Saude,MG,27/06/2020
04/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,10, 600.000,Secretaria Municipal de Saude - Uberl̢ndia,MG,06/07/2020
04/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,10, 200.000,Secretaria Municipal de Saude - Uberl̢ndia,MG,06/07/2020
07/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5, 300.000,Patos de MInas - HOSPITAL REGIONAL ANTONIO DIAS,MG,10/07/2020
07/07/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5, 241.450,Patos de MInas - HOSPITAL REGIONAL ANTONIO DIAS,MG,10/07/2020
10/07/2020,MAGNAMED,MINAS GERAIS,ESTADO ,TRANSPORTE,49, 2.366.210,Secretaria Estadual de Saude,MG,15/07/2020
10/07/2020,VYAIRE,MINAS GERAIS,ESTADO ,UTI,44, 2.640.000,Secretaria Estadual de Saude,MG,15/07/2020
10/07/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,4, 193.160, Secretaria Municipal de Saude - BARBACENA,MG,17/07/2020
10/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,3, 180.000, Secretaria Municipal de Saude - BARBACENA,MG,17/07/2020
10/07/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,6, 289.740, Secretaria Municipal de Saude - FORMIGA,MG,15/07/2020
10/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,6, 360.000, Secretaria Municipal de Saude - FORMIGA,MG,15/07/2020
10/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude - JOAO PINHEIRO,MG,16/07/2020
10/07/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude - JOAO PINHEIRO,MG,16/07/2020
10/07/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude - NANUQUE,MG,17/07/2020
10/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude - NANUQUE,MG,17/07/2020
10/07/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5, 241.450,SAO GOTARDO - Secretaria Municipal de Saude,MG,16/07/2020
10/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5, 300.000,SAO GOTARDO - Secretaria Municipal de Saude,MG,16/07/2020
24/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,2, 120.000,BELO HORIZONTE - Secretaria Municipal de Saude ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5, 100.000,BELO HORIZONTE - Secretaria Municipal de Saude ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2, 40.000,CARBONITA - Secretaria Municipal de Saude ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2, 40.000,IPANEMA - Secretaria Municipal de Saude ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2, 40.000,ITABUIRITO - Secretaria Municipal de Saude ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,3, 60.000,ITAUNA - Secretaria Municipal de Saude ,MG,03/08/2020
24/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,1, 60.000,JACINTO - Secretaria Municipal de Saude ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,3, 60.000,LAGOA FORMOSA - Secretaria Municipal de Saude ,MG,03/08/2020
24/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,3, 180.000,LAGOA SANTA - Secretaria Municipal de Saude ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,3, 60.000,LARANJAL - Secretaria Municipal de Saude ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2, 40.000,MAR DE ESPANHA - Secretaria Municipal de Saude ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2, 40.000,MARTINS SOARES - Secretaria Municipal de Saude ,MG,03/08/2020
24/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,3, 180.000,MATIPO - Secretaria Municipal de Saude ,MG,03/08/2020
24/07/2020,KTK,MINAS GERAIS,MUNICIPIO,TRANSPORTE,2, 40.000,MATIPO - Secretaria Municipal de Saude ,MG,03/08/2020
24/07/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,5, 300.000,PARA DE MINAS - Secretaria Municipal de Saude ,MG,03/08/2020
